cow_id,file_name,geo_dist_0_1,geo_dist_0_2,geo_dist_0_3,geo_dist_0_4,geo_dist_0_5,geo_dist_0_6,geo_dist_0_7,geo_dist_1_2,geo_dist_1_3,geo_dist_1_4,geo_dist_1_5,geo_dist_1_6,geo_dist_1_7,geo_dist_2_3,geo_dist_2_4,geo_dist_2_5,geo_dist_2_6,geo_dist_2_7,geo_dist_3_4,geo_dist_3_5,geo_dist_3_6,geo_dist_3_7,geo_dist_4_5,geo_dist_4_6,geo_dist_4_7,geo_dist_5_6,geo_dist_5_7,geo_dist_6_7,geo_angle_spine,geo_angle_rump,geo_angle_pelvis,geo_area_hip,img_back_sift_pure_white,img_back_mean_b,img_back_std_b,img_back_mean_g,img_back_std_g,img_back_mean_r,img_back_std_r,img_hip_sift_pure_white,img_hip_mean_b,img_hip_std_b,img_hip_mean_g,img_hip_std_g,img_hip_mean_r,img_hip_std_r,img_tail_sift_pure_white,img_tail_mean_b,img_tail_std_b,img_tail_mean_g,img_tail_std_g,img_tail_mean_r,img_tail_std_r
1397,20260107_151019_baia17_IPC1.jpg,0.3310966554831409,0.7623682458504167,0.759686056602877,0.8254287488523824,1.0,1.0528662723031055,1.0514092280199479,0.45555291275047555,0.4473280239348934,0.49461890902457556,0.6689170804279925,0.7247808398512917,0.7216795278123527,0.41278523861981126,0.21580331595271787,0.3439023750837672,0.3327088363689788,0.43714949532132474,0.23686598393089553,0.3320054102558921,0.43937648794325623,0.333415348283175,0.17601679877354426,0.23923841882458832,0.24715000324964895,0.11941951984934737,0.09914620935276278,0.19657988101369386,179.36295,75.25903,127.9196,0.09584177619739497,10,221.2836,55.292567050553906,221.294,55.27625497444631,221.2844,55.292078244898704,5,236.2644,9.543128032254414,236.268,9.53415837921733,236.2644,9.543128032254414,0,234.202,11.596809733715562,234.2108,11.580326565343483,234.202,11.596809733715562
1397,20260104_073112_baia17_IPC1.jpg,0.293181525172436,0.7655573581466079,0.7755161970286288,0.8228101213800866,1.0,1.0582132039867918,1.064648520045612,0.4842613010468595,0.5008579174705174,0.5296333538599906,0.7069742673160394,0.7657637797562278,0.7745329855461972,0.3884926195336775,0.1910396658401002,0.3220121833301102,0.3282826041089836,0.4331841355560205,0.22741477807119384,0.31805565914220574,0.41967254041474406,0.32382649892449555,0.17839444469011898,0.24302162405240216,0.2661137559624659,0.10719524239166138,0.11816275857152946,0.19452489368709586,177.77797,74.736496,119.2719,0.09057982922967894,14,206.3816,68.60535242559432,206.3932,68.59272988998178,206.3796,68.61004812591229,0,237.3132,11.715285133533882,237.3208,11.699174644392656,237.3132,11.715285133533882,0,216.06,33.61950029372834,216.0732,33.60616374655102,216.0628,33.61313517302425
1397,20260107_071804_baia22_VIPWX.jpg,0.3160400197708601,0.7419236546337548,0.742718474724026,0.8043301242375636,1.0,1.099024155578965,1.0800457983214697,0.4578265679390431,0.44583425637512913,0.4884288214277935,0.6840496871467627,0.7878379549533976,0.7647797143374885,0.45033941482703277,0.25810849734511554,0.3823606596960404,0.40021210457700507,0.49561504939702583,0.2322379434134441,0.3565097735063987,0.5158933893677635,0.3855127991524391,0.1956932945686676,0.3173085746489004,0.2861002418755715,0.16719015977969348,0.11434891113123523,0.22611821975593693,178.34909,75.01494,105.318275,0.12711396443287715,0,239.2716,10.813483871537425,239.2724,10.811503051842514,239.2716,10.813483871537425,0,237.86,10.50422772030386,237.8672,10.486828126750243,237.86,10.50422772030386,0,213.1056,32.10086678954324,213.1268,32.087959139839356,213.11,32.089541910099
1397,20260106_071422_baia15_IPC1.jpg,0.27756284539900367,0.7218930262744939,0.7412280443549785,0.7908282668598671,1.0,1.1078056331884985,1.1002915143715684,0.46712568111705616,0.4858590411645818,0.5135594803527058,0.7225479949507299,0.8327718381653708,0.8243053884828341,0.463978129161419,0.27955247710029874,0.4044909736250335,0.4276410714091815,0.527690431177791,0.22256282708369066,0.3633800949439663,0.5382560773806276,0.4142190213160154,0.20949445876745532,0.3481955230310482,0.31370994719041134,0.18336213743366095,0.12319954749402692,0.2307379651713391,178.09534,74.130974,95.639984,0.14045242646083853,0,251.6964,8.269233763777635,251.6976,8.263543685368886,251.6964,8.269233763777635,0,245.7584,8.24097260279392,245.7588,8.239358140049504,245.7584,8.24097260279392,17,233.9732,19.015879726165707,233.9768,19.003774934470258,233.9752,19.006466924707496
1397,20260103_144803_baia22_VIPWX.jpg,0.2956827431283216,0.6918607625095423,0.7091918332417596,0.7669031376572354,1.0,1.1162357837822068,1.1002880116177112,0.43580906628805377,0.4295289219094668,0.47123968174473124,0.704444779404495,0.8276782244091871,0.8046503908497559,0.4534251339975267,0.3081044880864975,0.4398147778971748,0.46449502341208676,0.5464606338200519,0.1896014191500983,0.37344471295274306,0.5646005358280294,0.44441712899257524,0.23494700877973512,0.3942591521080603,0.33343028806024094,0.20871650872219763,0.10854919617691726,0.22610318822539785,177.99513,67.19858,84.65256,0.14934972600324742,7,240.402,9.24928083690835,240.402,9.24928083690835,240.402,9.24928083690835,0,243.6532,9.609335552471878,243.6552,9.602849210520802,243.6532,9.609335552471878,0,240.9192,9.36315498963891,240.9212,9.357082374330153,240.9192,9.36315498963891
1397,20260101_221304_baia24_VIPWX.jpg,0.29156588218808804,0.7738113235323556,0.7691263570456274,0.8294671364752513,1.0,1.0519652764803225,1.055062314000507,0.4944204322528125,0.4958556206044066,0.5379053204195748,0.7084812432439646,0.7610123376883349,0.7661835719075708,0.39133563483378486,0.18891563963807667,0.3121831283863585,0.3197132928332644,0.419196461338796,0.23629072179480337,0.3287198803848104,0.41412398722025007,0.3230504928152483,0.1714454626341198,0.22751757194760652,0.2519202831612907,0.0888509360028292,0.11698127410486701,0.1797555164905649,178.77617,75.21635,121.08504,0.08667797129138939,5,215.4568,68.37498470756685,215.4672,68.35206598311422,215.458,68.37389732931713,0,246.7472,7.710570157906612,246.7472,7.710570157906612,246.7472,7.710570157906612,5,240.1568,15.090825483054266,240.1616,15.077568949933541,240.1568,15.090825483054266
1397,20260109_222814_baia15_IPC3.jpg,0.3719046989531379,0.8147012811794756,0.8194090986655117,0.8648536569730367,1.0,1.0218219394764392,1.0241838230655655,0.45648821721599553,0.4732944896982881,0.4930835591083836,0.6286089629295413,0.6502602611475824,0.6556518194458034,0.3900435886684798,0.19280119587929478,0.28712492790688,0.25738762138252547,0.3510326863381582,0.2227417970784049,0.2810049747703474,0.3507370547032524,0.2584844183264826,0.13659798228214126,0.16513540675242488,0.17928059833430002,0.07977279458953723,0.07102572393965986,0.14508702704178297,176.20052,86.70656,148.30614,0.060714488509726404,0,249.8264,4.019982965138037,249.8264,4.019982965138037,249.8264,4.019982965138037,0,239.6184,11.072343087169942,239.6228,11.061560475809912,239.6184,11.072343087169942,0,176.986,49.82890129232231,177.0156,49.81880123648099,176.9936,49.82650659076953
1397,20260105_151416_baia15_IPC3.jpg,0.3368028688752373,0.7527006293453662,0.7698934294329031,0.8283313316208053,1.0,1.0341295242611033,1.0387081702871177,0.43760545898703795,0.4503595918069602,0.49189990308411363,0.6632597389176337,0.7008371695871696,0.7023571793308635,0.38761314994867624,0.19997355112486692,0.3316807264175685,0.3118383167725273,0.3976700456963615,0.22990531378689275,0.3228843722264775,0.41591675719965193,0.32298985835170047,0.17267719118048067,0.21953007355967882,0.22270049202614992,0.11018993255835362,0.07090970968438073,0.16713480035848458,178.64331,72.60807,133.53574,0.08235371820612414,3,235.9456,37.85690215324016,235.9496,37.851000777258186,235.9452,37.860076557767286,12,243.4504,7.141676262615101,243.4504,7.141676262615101,243.4504,7.141676262615101,0,211.4904,40.929592080058654,211.5052,40.91139172602174,211.5,40.912506645279024
1397,20260107_072303_baia22_VIPWX.jpg,0.30913959066128177,0.7536851295574852,0.7534507518426854,0.8119816542276551,1.0,1.106733861782183,1.0833700535141333,0.46554463589346595,0.46335376230226605,0.5028619720981324,0.6908736515287822,0.8003490991208393,0.7762320244056881,0.4169722224099121,0.23820781466580693,0.3547163130750549,0.387044993523091,0.4768954249470071,0.2142903078993193,0.3370600697112322,0.4979836578705545,0.3665249380301702,0.1880216940254134,0.31675173843712473,0.28348075098360215,0.16621313422549297,0.12429682160893755,0.23048549126534285,179.36142,74.085594,104.07283,0.1180112043104515,8,222.6204,22.48361856641408,222.6348,22.4733938015601,222.6204,22.48361856641408,0,217.4856,27.15462746273644,217.5008,27.144023271431227,217.486,27.153552327458005,0,171.6116,37.92176084308322,171.6512,37.91173879631479,171.6324,37.90438062071454
1397,RLC2_00_20260112223537_baia8_RLC2.jpg,0.288400190785317,0.769487739217753,0.7529294506716774,0.817064933702866,1.0,1.0985713672342425,1.0858365915783947,0.49734687577588205,0.48305626300066506,0.5286690916755523,0.7116550702615042,0.8115595333515373,0.8010130527228995,0.41653693932629804,0.22093877763328115,0.3394763111059897,0.3700064590723747,0.48420314716010404,0.22877787002330255,0.3392862385610694,0.4808310989909694,0.35945722069475927,0.18326262323531642,0.29378066510795864,0.2956345512514495,0.14449253345828342,0.15049790309253122,0.23963900981028893,178.67012,75.71082,108.63765,0.11598497273745173,9,232.2008,14.524946793706336,232.2132,14.506955082304488,232.2008,14.524946793706336,7,242.9624,9.174016908639311,242.9628,9.172688600405008,242.9624,9.174016908639311,8,202.028,35.073580028277696,202.052,35.05771949228872,202.0356,35.05958260789766
